"Df","SumOfSqs","R2","F","pvalue","comparison","data","source","features","seed","prev_rate","ratio","colour"
1,4.23564923123272,0.399092970730816,19.9245283192737,0.001,"BAR_BAY","pres/abs","bininterSpecies",22,"seed_09","prev_10",1.041,"blue"
1,3.50937871576601,0.332265260687989,14.928020415577,0.001,"BAR_LAG","pres/abs","allSpecies",37,"seed_09","prev_10",1.421,"blue"
1,4.09590214379696,0.425801257092564,21.5051610756922,0.001,"BAR_LAG","pres/abs","bininterSpecies",16,"seed_09","prev_10",1.282,"blue"
1,0.97376840455342,0.115945957844984,3.93457703883176,0.002,"BAY_LAG","pres/abs","allSpecies",16,"seed_09","prev_10",1.194,"red"
1,0.834386641561386,0.108781360209623,3.41765527546176,0.005,"BAY_LAG","pres/abs","bininterSpecies",7,"seed_09","prev_10",0.938,"red"
1,5.20174681668416,0.327258347014809,22.3769167493671,0.001,"INSHORE_OFFSHORE","pres/abs","allSpecies",31,"seed_09","prev_10",1.471,"blue"
1,5.69278944717578,0.382516715098183,28.4959436550809,0.001,"INSHORE_OFFSHORE","pres/abs","bininterSpecies",21,"seed_09","prev_10",1.169,"blue"
1,3.67285059606504,0.321555313516522,14.218785403857,0.001,"BAR_BAY","maxN","allSpecies",35,"seed_09","prev_10",1.28,"blue"
1,3.57851112344297,0.334860060430568,14.5998476031565,0.001,"BAR_BAY","maxN","bininterSpecies",20,"seed_09","prev_10",1.041,"blue"
1,3.05143432736914,0.276697450412829,11.4764195385771,0.001,"BAR_LAG","maxN","allSpecies",37,"seed_09","prev_10",1.225,"blue"
1,3.68181941845748,0.3361258349122,15.1892867318197,0.001,"BAR_LAG","maxN","bininterSpecies",21,"seed_09","prev_10",1.215,"blue"
1,1.07303943735529,0.123104732720813,4.2116112601262,0.001,"BAY_LAG","maxN","allSpecies",16,"seed_09","prev_10",1.173,"blue"
1,0.953423229905334,0.109338012282793,3.31453050915737,0.004,"BAY_LAG","maxN","bininterSpecies",6,"seed_09","prev_10",0.888,"red"
1,4.51578254945479,0.276691985401864,17.5966961123156,0.001,"INSHORE_OFFSHORE","maxN","allSpecies",31,"seed_09","prev_10",1.323,"blue"
1,4.86629232301768,0.316288111835761,20.8171969494704,0.001,"INSHORE_OFFSHORE","maxN","bininterSpecies",15,"seed_09","prev_10",1.143,"blue"
1,4.18395106778681,0.383312853006429,18.6470330154501,0.001,"BAR_BAY","pres/abs","allSpecies",35,"seed_09","prev_10",1,"blue"
1,3.60905863578756,0.350906956028843,15.6777242020308,0.001,"BAR_BAY","pres/abs","terinterSpecies",17,"seed_09","prev_10",0.915,"blue"
1,3.50937871576601,0.332265260687989,14.928020415577,0.001,"BAR_LAG","pres/abs","allSpecies",37,"seed_09","prev_10",1,"blue"
1,4.45303260106388,0.430194614037973,22.6495549868306,0.001,"BAR_LAG","pres/abs","terinterSpecies",22,"seed_09","prev_10",1.295,"blue"
1,0.97376840455342,0.115945957844984,3.93457703883176,0.002,"BAY_LAG","pres/abs","allSpecies",16,"seed_09","prev_10",1,"red"
1,0.160783068783069,0.0230102517456174,0.518148260314984,0.724,"BAY_LAG","pres/abs","terinterSpecies",5,"seed_09","prev_10",0.198,"red"
1,5.20174681668416,0.327258347014809,22.3769167493671,0.001,"INSHORE_OFFSHORE","pres/abs","allSpecies",31,"seed_09","prev_10",1,"blue"
1,5.64999084122479,0.378100142889126,27.9668926982869,0.001,"INSHORE_OFFSHORE","pres/abs","terinterSpecies",22,"seed_09","prev_10",1.155,"blue"
1,3.67285059606504,0.321555313516522,14.218785403857,0.001,"BAR_BAY","maxN","allSpecies",35,"seed_09","prev_10",1,"blue"
1,3.00937168062769,0.274669772065542,10.981788822705,0.001,"BAR_BAY","maxN","terinterSpecies",16,"seed_09","prev_10",0.854,"blue"
1,3.05143432736914,0.276697450412829,11.4764195385771,0.001,"BAR_LAG","maxN","allSpecies",37,"seed_09","prev_10",1,"blue"
1,3.82015564787007,0.350599575731051,16.1964588855512,0.001,"BAR_LAG","maxN","terinterSpecies",22,"seed_09","prev_10",1.267,"blue"
1,1.07303943735529,0.123104732720813,4.2116112601262,0.001,"BAY_LAG","maxN","allSpecies",16,"seed_09","prev_10",1,"blue"
1,0.173707420357721,0.0347480179883606,0.575982539455759,0.7,"BAY_LAG","maxN","terinterSpecies",3,"seed_09","prev_10",0.282,"red"
1,4.51578254945479,0.276691985401864,17.5966961123156,0.001,"INSHORE_OFFSHORE","maxN","allSpecies",31,"seed_09","prev_10",1,"blue"
1,4.52633673456207,0.281232208323632,17.9984158064666,0.001,"INSHORE_OFFSHORE","maxN","terinterSpecies",24,"seed_09","prev_10",1.016,"blue"
